,Movie,Song,Lyrics,sentiment,compound,neg,pos,neu,group
600,Ralph Breaks the Internet,A Place Called Slaughter Race,what can it be that calls me to this place today this lawless car ballet what can it be am i a baby pigeon sprouting wings to soar was that a metaphor hey there a dollar store look i'm rhyming my spirit climbing as i'm called through this fog of mace to this place called slaughter race welcome back watch your head hate to see you end up dead let get this party rollin' is that appliance stolen we have fallen wires dumpster fires creepy clowns and burning tires that great white in the sewer you'll be happy that you knew her dogs and cats they sure taste great with a side of license plate some find us deplorable well i think you're adorable we may be a motley crew but our hearts ring true and just for you a face tattoo oh oh oh slaughter race oh oh oh my heart in flight and wow it a blast feels like my dreams are real at last no trace of a frown upon your face flying so fast setting the pace livin' the life loving the chase now is the time here is the place this slaughter race i know i should go but home feels so slow these roads are paved with dreams happy dreams not creepy clown dreams what would ralph say if it turns out i stayed in this place called slaughter race in this place called slaughter race,"{'neg': 0.047, 'neu': 0.751, 'pos': 0.201, 'compound': 0.9917}",0.9917,0.047,0.201,0.751,1
601,Ralph Breaks the Internet,In This Place,what can it be that calls me to this place today this lawless car ballet what can it be am i a baby pigeon sprouting wings to soar was that a metaphor for something more now i'm flying my spirit climbing as i'm called through this fog of mace my body my spirit aligning in this in this place called slaughter race slaughter race what would you say if it turns out oh that i stay would it be ok here in this place 'cause you know that i love these fallen wires dumpster fires burning tires everything that i desire everything that i desire now i'm flying my spirit climbing as i'm called through this fog of mace my body my spirit aligning in this in this place called slaughter race slaughter race i know i should go but i really don't want to yet i really don't want to yet i know i should go but i really don't want to yet i really don't want to yet there nothing like slaughter race slaughter race it all right here in slaughter race yeah all right here in slaughter race yeah all right here in slaughter race yeah it all right here in slaughter race yeah,"{'neg': 0.06, 'neu': 0.823, 'pos': 0.117, 'compound': 0.8684}",0.8684,0.06,0.117,0.823,1
602,Ralph Breaks the Internet,Zero,i find it hard to say the things i want to say the most find a little bit of steady as i get close find a balance in the middle of the chaos send me low send me high send me never demigod i remember walking in the cold of november hoping that i make it to the end of december 27 years and the end on my mind but holding to the thought of another time but looking to the ways of the ones before me looking for the path of the young and lonely i don't want to hear about what to do i don't want to do it just to do it for you hello hello let me tell you what it like to be a zero zero let me show you what it like to always feel feel like i'm empty and there nothing really real real i'm looking for a way out hello hello let me tell you what it like to be a zero zero let me show you what it like to never feel feel like i'm good enough for anything that real real i'm looking for a way out i find it hard to tell you how i want to run away i understand it always makes you feel a certain way i find a balance in the middle of the chaos send me up send me down send me never demigod i remember walking in the heat of the summer wide-eyed one with a mind full of wonder 27 years and i've nothing to show falling from the dove to the dark of the crow looking to the ways of the ones before me looking for the path of the young and lonely i don't want to hear about what to do no i don't want to do it just to do it for you hello hello let me tell you what it like to be a zero zero let me show you what it like to always feel feel like i'm empty and there nothing really real real i'm looking for a way out hello hello let me tell you what it like to be a zero zero let me show you what it like to never feel feel like i'm good enough for anything that real real i'm looking for a way out let me tell you 'bout it well let me tell you 'bout it maybe you're the same as me let me tell you 'bout it well let me tell you 'bout it they say the truth will set you free hello hello let me tell you what it like to be a zero zero let me show you what it like to always feel feel like i'm empty and there nothing really real real i'm looking for a way out hello hello let me tell you what it like to be a zero zero let me show you what it like to never feel feel like i'm good enough for anything that real real i'm looking for a way out,"{'neg': 0.049, 'neu': 0.778, 'pos': 0.173, 'compound': 0.9966}",0.9966,0.049,0.173,0.778,1
603,The Rescuers,Rescue Aid Society,r-e-s-c-u-e rescue aid society heads held high touch the sky you mean everything to me in a fix in a bind call on us anytime we'll appear from nowhere mighty are we r-e-s-c-u-e rescue aid society honesty loyalty we pledge to thee r-e-s-c-u-e rescue aid society heads held high touch the sky you mean everything to me in a jam in a scrape and you think no escape do not fear we'll be here courageous are we r-e-s-c-u-e rescue aid society heads held high touch the sky our hearts we pledge to thee,"{'neg': 0.02, 'neu': 0.726, 'pos': 0.254, 'compound': 0.9762}",0.9762,0.02,0.254,0.726,1
604,The Rescuers,Someone's Waiting For You,be brave little one make a wish for each sad little tear hold your head up though no one is near someone waiting for you don't cry little one there'll be a smile where a frown used to be you'll be part of the love that you see someone waiting for you always keep a little prayer in your pocket and you're sure to see the light soon there'll be joy and happiness and your little world will be bright have faith little one till your hopes and your wishes come true you must try to be brave little one someone waiting to love you,"{'neg': 0.039, 'neu': 0.624, 'pos': 0.337, 'compound': 0.9899}",0.9899,0.039,0.337,0.624,1
605,The Rescuers,The Journey (Who Will Rescue Me?),who will rescue me who will rescue me who will rescue me i'm lost at sea without a friend this journey will it ever end who will rescue me rescue me rescue me,"{'neg': 0.101, 'neu': 0.493, 'pos': 0.406, 'compound': 0.942}",0.942,0.101,0.406,0.493,1
606,The Rescuers,Tomorrow Is Another Day,come along will there be sunshine shinin' will we find a silver linin' come along sing a song when today becomes tomorrow will we find joy or sorrow sing a song is it wrong to put all our hopes together and wish for somethin' better is it wrong to be loved to face the future with another who means more than any other is to be loved we'll paint the grey clouds with pretty rainbow hues and we'll brush the gloom away and save it for a rainy day rainy day oh today if troubles cast a shadow and shadows make the sun afraid to stay but it okay 'cause there'll be sunshine shinin' and we'll find a silver linin' another day tomorrow is another day how i hope you'll always stay,"{'neg': 0.087, 'neu': 0.71, 'pos': 0.203, 'compound': 0.9442}",0.9442,0.087,0.203,0.71,1
607,The Rescuers,Tomorrow Is Another Day (Reprise),tomorrow is another day how i hope you'll always stay tomorrow is another day,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.0,0.195,0.805,1
608,Robin Hood,Love,love it seems like only yesterday you were just a child at play now you're all grown up inside of me oh how fast those moments flee once we watched a lazy world go by now the days seem to fly life is brief but when it gone love goes on and on love will live love will last love goes on and on and on once we watched a lazy world go by now the days seem to fly life is brief but when it gone love goes on and on,"{'neg': 0.042, 'neu': 0.664, 'pos': 0.294, 'compound': 0.9873}",0.9873,0.042,0.294,0.664,1
609,Robin Hood,Not in Nottingham,every town has its ups and down sometime ups outnumber the downs but not in nottingham i'm inclined to believe if we weren't so down we'd up and leave we'd up and fly if we had wings for flyin' can't you see the tears we're cryin' can't there be some happiness for me not in nottingham,"{'neg': 0.059, 'neu': 0.861, 'pos': 0.08, 'compound': 0.5023}",0.5023,0.059,0.08,0.861,1
610,Robin Hood,Oo-de-lally,robin hood and little john walkin' through the forest laughin' back and forth at what the other'n has to say reminiscin' this 'n' that and havin' such a good time oo-de-lally oo-de-lally golly what a day never ever thinkin' there was danger in the water they were drinkin' they just guzzled it down never dreamin' that a schemin' sheriff and his posse was a-watchin' them and gatherin' around robin hood and little john runnin' through the forest jumpin' fences dodgin' trees and tryin' to get away contemplatin' nothin' but escapin' and finally makin' it oo-de-lally oo-de-lally golly what a day oo-de-lally oo-de-lally golly what a day,"{'neg': 0.021, 'neu': 0.96, 'pos': 0.019, 'compound': -0.0644}",-0.0644,0.021,0.019,0.96,2
611,Robin Hood,The Phony King of England,oh the world will sing of an english king a thousand years from now and not because he passed some laws or had that lofty brow while bonny good king richard leads the great crusade he on we'll all have to slave away for that good-for-nothin' john incredible as he is inept whenever the history books are kept they'll call him the phony king of england a pox on the phony king of england he sits alone on the giant throne pretendin' he the king a little tyke who rather like a puppet on a string and he throws an angry tantrum if he cannot have his way and then he calls for mom while he suckin' his thumb you see he doesn't want to play too late to be known as john the first he sure to be known as john the worst a pox on that phony king of england lay that country on me babe while he taxes us to pieces and he robs us of our bread king richard crown keeps slippin' down around that pointed head ah but while there is a merry man in robin wily pack we'll find a way to make him pay and steal our money back a minute before he knows we're there ol' rob'll snatch his underwear the breezy and uneasy king of england the snivellin' grovellin' measly weasely blabberin' jabberin' gibberin' jabberin' plunderin' plottin' wheelin' dealin' prince john that phony king of england yeah,"{'neg': 0.085, 'neu': 0.855, 'pos': 0.06, 'compound': -0.5543}",-0.5543,0.085,0.06,0.855,2
612,Sleeping Beauty,Hail to the Princess Aurora,joyfully now to our princess we come bringing gifts and all good wishes too we pledge our loyalty anew hail to the princess aurora all of her subjects adore her hail to the king hail to the queen hail to the princess aurora health to the princess wealth to the princess long live the princess aurora hail aurora hail aurora health to the princess wealth to the princess long live the princess aurora hail to the king hail to the queen hail to the princess aurora,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.9756}",0.9756,0.0,0.322,0.678,1
613,Sleeping Beauty,I Wonder,i wonder i wonder i wonder why each little bird has a someone to sing to sweet things to a gay little love melody i wonder i wonder i wonder if my heart keeps singing will my song go winging to someone who'll find me and bring back a love song to me,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.896}",0.896,0.0,0.209,0.791,1
614,Sleeping Beauty,Once Upon a Dream,i know you i walked with you once upon a dream i know you the gleam in your eyes is so familiar a gleam yet i know it true that visions are seldom all they seem but if i know you i know what you'll do you'll love me at once the way you did once upon a dream but if i know you i know what you'll do you'll love me at once the way you did once upon a dream i know you i walked with you once upon a dream i know you the gleam in your eyes is so familiar a gleam and i know it true that visions are seldom all they seem but if i know you i know what you'll do you'll love me at once the way you did once upon a dream,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.9886}",0.9886,0.0,0.257,0.743,1
615,Sleeping Beauty,One Gift,one gift beauty rare gold of sunshine in her hair lips that shame the red red rose she'll walk with springtime wherever she goes one gift the gift of song melody her whole life long the nightingale her troubadour bringing his sweet serenade to her door,"{'neg': 0.051, 'neu': 0.641, 'pos': 0.308, 'compound': 0.9393}",0.9393,0.051,0.308,0.641,1
616,Sleeping Beauty,The Skumps Song,skumps skumps a toast to this night the outlook is rosy the future is bright our children will marry our kingdoms unite skumps skumps skumps skumps skumps a toast to the home one grander by far than a palace in rome ah let me fill up your glass that glass was all foam skumps skumps skumps,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.6808}",0.6808,0.0,0.099,0.901,1
617,Sleeping Beauty,Sleeping Beauty,sleeping beauty fair gold of sunshine in your hair lips that shame the red red rose dreaming of true love in slumber repose one day he will come riding out of the dawn and you'll awaken to love first kiss till then sleeping beauty sleep on one day you'll awaken to love first kiss till then sleeping beauty sleep on,"{'neg': 0.035, 'neu': 0.539, 'pos': 0.426, 'compound': 0.988}",0.988,0.035,0.426,0.539,1
618,Snow White and the Seven Dwarfs,Heigh-Ho,we dig dig dig dig dig dig dig in our mine the whole day through to dig dig dig dig dig dig dig is what we like to do it ain't no trick to get rich quick if you dig dig dig with a shovel or a pick in a mine in a mine in a mine in a mine where a million diamonds shine we dig dig dig dig dig dig dig from early morn till night we dig dig dig dig dig dig dig up everything in sight we dig up diamonds by the score a thousand rubies sometimes more but we don't know what we dig 'em for we dig dig dig a dig dig whistle heigh-ho heigh-ho heigh-ho heigh-ho heigh-ho it home from work we go whistle heigh-ho heigh-ho heigh-ho heigh-ho,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.5526}",0.5526,0.0,0.051,0.949,1
619,Snow White and the Seven Dwarfs,I'm Wishing,make a wish into the well that all you have to do and if you hear it echoing your wish will soon come true i'm wishing i'm wishing for the one i love to find me to find me today today i'm hoping i'm hoping and i'm dreaming of the nice things the nice things he'll say he'll say ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha i'm wishing i'm wishing for the one i love to find me to find me today today,"{'neg': 0.0, 'neu': 0.31, 'pos': 0.69, 'compound': 0.9988}",0.9988,0.0,0.69,0.31,1
620,Snow White and the Seven Dwarfs,One Song,now that i've found you hear what i have to say one song i have but one song one song only for you one heart tenderly beating ever entreating constant and true one love that has possessed me one love thrilling me through one song my heart keeps singing of one love only for you,"{'neg': 0.051, 'neu': 0.583, 'pos': 0.367, 'compound': 0.9817}",0.9817,0.051,0.367,0.583,1
621,Snow White and the Seven Dwarfs,Someday My Prince Will Come,someday my prince will come someday we'll meet again and away to his castle we'll go to be happy forever i know someday when spring is here we'll find our love anew and the birds will sing and wedding bells will ring someday when my dreams come true,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.9246}",0.9246,0.0,0.238,0.762,1
622,Snow White and the Seven Dwarfs,The Silly Song,yodeling i'd like to dance and tap my feet but they won't keep in rhythm you see i washed them both today and i can't do nothing with 'em ho hum the tune is dumb the words don't mean a thing isn't this a silly song for anyone to sing i chased a polecat up a tree way out upon a limb and when he got the best of me i got the worst of him ho hum the tune is dumb the words don't mean a thing isn't this a silly song for anyone to sing yodeling,"{'neg': 0.161, 'neu': 0.766, 'pos': 0.072, 'compound': -0.8511}",-0.8511,0.161,0.072,0.766,2
623,Snow White and the Seven Dwarfs,Bluddle-Uddle-Um-Dum (The Dwarfs' Washing Song),step up to the tub tain't no disgrace just pull up your sleeves and get 'em in place then scoop up the water and rub it on your face and go bluddle-uddle-um-dum bluddle-uddle-um-dum bluddle-uddle-um-dum pick up the soap now don't try to bluff work up a lather and when ya got enough get your hands full of water and you snort and you snuff and go bluddle-uddle-um-dum bluddle-uddle-um-dum bluddle-uddle-um-dum you douse and souse rub and ya scrub you sputter and splash all over the tub you may be cold and wet when your done but ya gotta admit it good clean fun so splash all ya like tain't any trick as soon as you're through you'll feel mighty slick bunch of old nanny goats ya make me sick goin' bluddle-uddle-um-dum bluddle-uddle-um-dum bluddle-uddle-um-dum now scrub good and hard it can't be denied that he'll look mighty cute as soon as he dried but it good for the soul and it good for the hide to go bluddle-uddle-um-dum bluddle-uddle-um-dum bluddle-uddle-um-dum,"{'neg': 0.041, 'neu': 0.751, 'pos': 0.209, 'compound': 0.9857}",0.9857,0.041,0.209,0.751,1
624,Snow White and the Seven Dwarfs,Whistle While You Work,just whistle while you work and cheerfully together we can tidy up the place so hum a merry tune it won't take long when there a song to help you set the pace and as you sweep the room imagine that the broom is someone that you love and soon you'll find you're dancing to the tune when hearts are high the time will fly so whistle while you work,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.9297}",0.9297,0.0,0.177,0.823,1
625,Snow White and the Seven Dwarfs,With a Smile and a Song,with a smile and a song life is just like a bright sunny day your cares fade away and your heart is young with a smile and a song all the world seems to waken anew rejoicing with you as the song is sung there no use in grumbling when raindrops come tumbling remember you're the one who can fill the world with sunshine when you smile and you sing everything is in tune and it spring and life flows along with a smile and a song,"{'neg': 0.022, 'neu': 0.694, 'pos': 0.284, 'compound': 0.975}",0.975,0.022,0.284,0.694,1
626,Sofia the First: The Curse of Princess Ivy,A Kingdom of My Own,i grew up in a kingdom far away where all was black and white and sometimes gray my charms were the greatest ever seen yet still they made my older sister queen so i hatched a plot to bring her down show them who should wear the crown they caught me and without a trial marooned me on a desert isle all i sought was a kingdom of my own where i could rule from a black and white throne and my dear sister will finally be outshone the spotlight should be mine and mine alone that why i need a kingdom of my own and now your jewel i hate to say must be destroyed so i can stay but someone has to pay the price so i can have my two-tone paradise i'll make your land a kingdom of my own where i will rule from a black and white throne and everybody will finally be outshone the spotlight will be mine and mine alone after your dear daddy overthrown i've got some nerve but i deserve a kingdom of my very own,"{'neg': 0.056, 'neu': 0.857, 'pos': 0.087, 'compound': 0.7684}",0.7684,0.056,0.087,0.857,1
627,Sofia the First: The Curse of Princess Ivy,Dare to Risk It All,once i met a man a thief a cad with a selfish plan that made me mad love set his heart aglow so sweet so strange but first he had to show that he could change when i was in a spot my back against the wall he gave it all he got and dared to risk it all things were getting rough but he answered the call he had to stay tough and dare to risk it all he was brave enough to finally dare to risk it all putting yourself first led you astray so now it seems you're cursed to your dismay to make up for your deeds and prove you've grown try putting others' needs before your own your family in a spot their backs against the wall so give it all you've got and dare to risk it all if things start getting rough just answer the call you have to stay tough and dare to risk it all i know you're brave enough to finally dare to risk it all to save the ones you love you have to rise above the curse is sure to fall but only if you dare dare to risk it all,"{'neg': 0.164, 'neu': 0.721, 'pos': 0.115, 'compound': -0.5596}",-0.5596,0.164,0.115,0.721,2
628,Sofia the First: The Curse of Princess Ivy,"Smoke, Wings and Fire",bup bup bup bu-dup bup bup bu-dup bup bup bu-dup bup bup bu-dup bup bup bu-dup bup bup bu-dup bup bup bu-dup our name is smoke wings and fire and we're here to inspire you've never seen or heard such a combustible choir our rhythms are sizzlin' you're sure to perspire our scorching beat will bring the heat 'cause we're smoke wings and fire smoke wings and fire smoke wings and fire bup bup bup bu-dup bup bup bu-dup bup bup bu-dup yeah once our wings are flappin' our tunes are smokin' hot your toes will start a-tappin' our vocals hit the spot so if your ears are burnin' and smoke gets in your eyes it probably 'cause we're turnin' around way too close to you guys our sound is amazing ya gotta admire our smoke and wings and tails and claws and dragon things like scales and paws we're smoke wings we're smoke wings and fire fire fire fire fire,"{'neg': 0.117, 'neu': 0.787, 'pos': 0.096, 'compound': -0.25}",-0.25,0.117,0.096,0.787,2
629,Sofia the First: The Floating Palace,The Love We Share,you tried to save your mermaid friend but found it hard to do you think your quest is at an end but that is far from true for though our worlds have different ways there one thing that we share we both adore our family so with love beyond compare whether you live on land or sea we're all devoted to our family alone you cannot win you need a helping fin the love we share can set them free joining together is the key for if our two worlds work in harmony you could end your troubles if only they would see the love we share can set them free right there is a mermaid who wants to save her sister show her that you feel the same and you may just enlist her joining together is the key we have to learn to work in harmony you could end your troubles if only she could see no matter where in sea or air the love we share will set them free,"{'neg': 0.078, 'neu': 0.59, 'pos': 0.332, 'compound': 0.9966}",0.9966,0.078,0.332,0.59,1
630,Sofia the First: The Floating Palace,Merroway Cove,if you're surfin' 'cross the ocean for a nice place to stay been swimmin' 'round the dock of every harbor and bay well look no further than our little realm we may be under the sea but you'll be overwhelmed you'll be so glad that you dove down into merroway cove our coral reefs are such a lovely site to behold the water not too warm and never ever gets cold our schools of fishies have college degrees and every shark i might remark says thank you and please you'll be so glad that you dove down into merroway cove see the kelp is awfully yummy the fish are nice and chummy yeah the crabs are far from crabby well in fact they're down right blabby through the seaweed we can sneak for a game of hide and seek in our underwater nook every party off the hook so now we've reached the final stop on this our little tour it got a thousand windows yeah but not a single door a castle of coral where mermaids reside won't you stay just for the day and i'll show you inside we're so glad that you dove i'm so glad that i dove you've found a treasure trove here in merroway cove throw every care away troubles all will wear away 'cause you're in merry old merroway cove it nautical and it nice it a virtual paradise merry old merroway cove yeah,"{'neg': 0.041, 'neu': 0.666, 'pos': 0.293, 'compound': 0.9977}",0.9977,0.041,0.293,0.666,1
631,Sofia the First: Once Upon a Princess,A Little Bit of Food,we've helped princesses for many eons but you treat us all like furry peons we make your bed cean up your messes wake you up and put on all your dresses and what our reward what thanks do we get not a crumb not a morsel no brie no baguette did you really think after all these years when we did your chores we were volunteers a little bit of food is all that we seek a little bit to eat fill our tummy wet our beak a little bit to munch like breakfast dinner lunch a nut a seed a bean or just some rice 'cause a little bit of food would sure be nice it really isn't much not too much for us to ask after helping you daily with each little task just a bite or two such a modest fee even little songbirds shouldn't sing for free well if food is what you want just a little bit you've come to the right castle follow me a little bit to munch and there nothing quite like brunch so deliver just a sliver or a slice of whatever tasty treat all the royal people eat we'd be glad to make some room for a lentil or legume if ya want some first-class service there a price and a little bit of food would sure be nice oh a little bit of food a little bit of food just a little bit of food just a little bit of food nice,"{'neg': 0.013, 'neu': 0.769, 'pos': 0.218, 'compound': 0.9949}",0.9949,0.013,0.218,0.769,1
632,Sofia the First: Once Upon a Princess,Not Ready to Be a Princess,everything seems crazy big and i'm feeling unsteady mom says i'll be just fine but i don't think i'm ready new school new friends new family and a ball where they want me to dance i'm just a little girl from a small small town in this world i don't stand a chance i'm not ready to be a princess i don't have what it takes i'm too short for gowns i look bad in crowns and i'm gonna make a bajillion mistakes i'm too average to be a princess i respectfully refuse i don't know the rules i don't want the jewels and these feet were made for comfortable shoes shelves bursting with trinkets that i'm afraid to touch fancy toys and ginormous pillows it all much too much too much i'm not ready to be a princess one look and that seems clear cancel my debut keep your royal crew and if i ever find mom room i'm outta here sofia not a noble name sofia even my wave is lame i'm not ready to be a princess,"{'neg': 0.19, 'neu': 0.705, 'pos': 0.105, 'compound': -0.9502}",-0.9502,0.19,0.105,0.705,2
633,Sofia the First: Once Upon a Princess,Rise and Shine,i used to go to sleep at night so thankful for my simple life up at all the stars i would be gazing an ordinary girl it seems but never in my wildest dreams could i imagine something so amazing 'cause then in just an instant all of that changed and my whole life was rearranged it time to rise and shine wake up and make the day mine in this brand new world i'm at the starting line but i know deep down that it will all be fine 'cause i'm gonna rise and shine and suddenly out of the blue i woke up to a dream come true but if it just a dream then please don't wake me to the castle swept away became a princess in a day and now i'm wondering where this road may take me it happened in an instant everything changed now my whole life is rearranged it time to rise and shine wake up and make the day mine in this brand new world i'm at the starting line but i know deep down that it will all be fine 'cause i'm gonna rise so much to learn so much to be and i can't wait to find the key it time to rise rise and shine it a brand new world and i'm at the starting line but i know deep down that it will all be fine 'cause i'm gonna rise right before their eyes i'm gonna rise rise and shine and shine rise and shine,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.9841}",0.9841,0.0,0.119,0.881,1
634,Sofia the First: Once Upon a Princess,Royal Prep,when someone new enrolls here at good ol' royal prep they're at that great beginning they're taking that first step your lessons will commence here once you pass through this door so why not come and join us and see what lies in store you'll learn the art of manners of royal protocol that right and when to bow and curtsey for functions big and small you'll read books of fact and fiction of poetry and prose you'll learn to give a royal speech while perfectly composed at royal prep step-by-step you'll gain wisdom and pep so heed the call come be all you can be every task every test just give it your best and we'll do the rest you'll see and don't forget our motto to which you'll be true rule over others as you'd have them rule over you you're taking your first step at royal prep we'll explore enchanted objects each creature every charm so spells of evil magic will never do you harm in arts and crafts you'll draw and paint or maybe work with wood you'll learn to fence as well as dance for footwork both are good at royal prep step-by-step you'll gain wisdom and pep so heed the call come be all you can be every task every test just give it your best and we'll do the rest you'll see and don't forget our motto to which you'll be true rule over others as you'd have them rule over you we're royal all the way all the way at good 'ol rpa rpa it step by step with wisdom grace and pep at royal prep,"{'neg': 0.029, 'neu': 0.772, 'pos': 0.199, 'compound': 0.9946}",0.9946,0.029,0.199,0.772,1
635,Sofia the First: Once Upon a Princess,True Sisters,everyone heard about the day that true love came for me he carried me off and far away from my step family but ever since i wed the prince and left my hurt behind there one regret i won't forget that weighs upon my mind my stepsisters let their jealousy harden their heart but when they ruined my ballgown that not all they tore apart if only we had tried to see a way to start anew we may have found that this time round our friendship only grew we could have been true sisters if we only made amends true true sisters and ever after friends you suddenly feel that all is lost frightened and alone but maybe yours isn't the only heart that sinking like a stone though many of the ones you love are frozen in a trance someone who a lot like you never made it to the dance you could be true sisters sisters if you only make amends true true sisters sisters and ever after friends,"{'neg': 0.111, 'neu': 0.649, 'pos': 0.24, 'compound': 0.9825}",0.9825,0.111,0.24,0.649,1
636,Song of the South,Everybody's Got a Laughing Place,everybody got a laughing place a laughing place to go ho ho take a frown turn it upside down and you'll find yours i know ho ho everybody got a laughing place a laughing place to go ho ho take a frown turn it upside down and you'll find yours i know ho ho boy am i in luck i think about my laughing place yuk yuk yuk yuk yuk everybody got a laughing place a laughing place to go ho ho take a frown turn it upside down and you'll find yours i know ho ho boy am i in luck i think about my laughing place yuk yuk yuk yuk yuk everybody got a laughing place a laughing place to go ho ho take a frown turn it upside down and you'll find yours i know ho ho,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9891}",0.9891,0.0,0.26,0.74,1
637,Song of the South,Song of the South,song of the south your music weaves a magic spell song of the south i see the scenes i know so well cottonwoods in blossom over my cabin door pale moonlight on a field of white you bring them back once more i seem to hear those gentle voices calling low out of the long long ago this heart of mine is in the heart of dixie that where i belong singing a song a song of the south,"{'neg': 0.028, 'neu': 0.898, 'pos': 0.074, 'compound': 0.5486}",0.5486,0.028,0.074,0.898,1
638,Song of the South,Zip-A-Dee-Doo-Dah,zip-a-dee-doo-dah zip-a-dee-ay my oh my what a wonderful day plenty of sunshine headin' my way zip-a-dee-doo-dah zip-a-dee-ay mister bluebird on my shoulder it the truth it actual everything is satisfactual zip-a-dee-doo-dah zip-a-dee-ay wonderful feeling wonderful day yes sir zip-a-dee-doo-dah zip-a-dee-ay my oh my what a wonderful day plenty of sunshine headin' my way zip-a-dee-doo-dah zip-a-dee-ay mister bluebird on my shoulder it the truth it actual everything is satisfactual zip-a-dee-doo-dah zip-a-dee-ay wonderful feeling feeling this way mister bluebird on my shoulder it is the truth it actual huh where is that bluebird mm-hm everything is satisfactual zip-a-dee-doo-dah zip-a-dee-ay wonderful feeling wonderful day,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9922}",0.9922,0.0,0.369,0.631,1
639,The Sword in the Stone,A Most Befuddling Thing,it a state of being a frame of mind it a most befuddling thing and to every being of every kind it is discombooberating you're wasting time resisting you'll find the more you do the more she'll keep insisting her him has got to be you it a rough game anyone knows there are no rules anything goes there no logical explanation for this discombooberation it a most bemuddling most befuddling thing there no sensible explanation for this discombooberation it a most hodge-podgical most illogical most confusiling most bamboozling most bemuddling most befuddling thing,"{'neg': 0.097, 'neu': 0.867, 'pos': 0.036, 'compound': -0.5994}",-0.5994,0.097,0.036,0.867,2
640,The Sword in the Stone,Higitus Figitus,higitus figitus zumba ka zing i want your attention every thing we're packing to leave come on let go no no not you books are always first you know hockety pockety wockety wack abra cabra dabra nack shrink in size very small we've got to save enough room for all higitus figitus migitus mum prestidigitonium alica fez balaca zez malaca mez meripides hockety pockety wockety wack odds and ends and bric-a-brac dum doodly doodly doodly dum higitus figitus migitus mum prestidigitonium higitus figitus migitus mum prestidigitonium,"{'neg': 0.062, 'neu': 0.888, 'pos': 0.05, 'compound': -0.0258}",-0.0258,0.062,0.05,0.888,2
641,The Sword in the Stone,Mad Madam Mim,with only a touch i have the power zim zabberim zim to wither a flower i find delight in the gruesome and grim 'cause i'm the magnificent marvelous mad madam mim i can be huge fill the whole house i can be tiny small as a mouse black sorcery is my dish of tea it comes easy to me 'cause i'm the magnificent marvelous mad madam mim i can be beautiful lovely and fair silvery voice long purple hair la la la la la la la la la la la la la la la la la la la la but it only skin deep for zim zabberim zim i am an ugly old creep the magnificent marvelous mad mad mad mad madam mim,"{'neg': 0.182, 'neu': 0.605, 'pos': 0.213, 'compound': 0.2144}",0.2144,0.182,0.213,0.605,1
642,The Sword in the Stone,That's What Makes the World go Round,left and right like day and night that what makes the world go round in and out thin and stout that what makes the world go round for every up there is a down for every square there is a round for every high there is a low for every to there is a fro to and fro stop and go that what makes the world go round you must set your sights upon the heights don't be a mediocrity don't just wait and trust to fate and say that how it meant to be it up to you how far you go if you don't try you'll never know and so my lad as i've explained nothing ventured nothing gained you see my boy it nature way upon the weak the strong ones prey in human life it also true the strong will try to conquer you and that is what you must expect unless you use your intellect brains and brawn weak and strong that what makes the world go round,"{'neg': 0.053, 'neu': 0.809, 'pos': 0.138, 'compound': 0.9349}",0.9349,0.053,0.138,0.809,1
643,The Sword in the Stone,The Sword in the Stone,a legend is sung of when england was young and knights were brave and bold the good king had died and no one could decide who was rightful heir to the throne it seemed that the land would be torn by a war or saved by a miracle alone and that miracle appeared in london town the sword in the stone,"{'neg': 0.171, 'neu': 0.588, 'pos': 0.241, 'compound': 0.765}",0.765,0.171,0.241,0.588,1
644,Tangled,Healing Incantation,flower gleam and glow let your power shine make the clock reverse bring back what once was mine heal what has been hurt change the fates' design save what has been lost bring back what once was mine what once was mine,"{'neg': 0.119, 'neu': 0.814, 'pos': 0.067, 'compound': -0.3612}",-0.3612,0.119,0.067,0.814,2
